file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\peer\ScrollbarPeer.java,java.awt.peer.ScrollbarPeer,interface,0,0,0,0,3,1,0,0,3,0.0,0.0,0.0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\dnd\DropTargetEvent.java,java.awt.dnd.DropTargetEvent,class,0,0,0,0,2,1,2,1,1,0.75,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,1,0,1,1,0,1,0,0,11,1,0,0,0,0,0,1,2,0,2,0,0,0,0,37,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\Component.java,java.awt.Component$AccessibleAWTComponent$AccessibleAWTFocusHandler,innerclass,0,0,0,0,4,1,0,1,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,0,0,0,0,0,1,0,0,0,23,4,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\peer\ButtonPeer.java,java.awt.peer.ButtonPeer,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\print\Printable.java,java.awt.print.Printable,interface,0,0,0,0,1,1,0,0,0,1.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,2,2,0,2,0,0,0,0,100,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\dnd\DragSourceDropEvent.java,java.awt.dnd.DragSourceDropEvent,class,0,0,0,0,5,2,0,0,10,0.8666666,0.0,0.0,5,0,5,0,0,0,5,0,0,0,3,1,0,3,0,0,1,0,0,25,2,0,0,0,0,0,1,7,0,3,0,0,0,0,90,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\IllegalComponentStateException.java,java.awt.IllegalComponentStateException,class,0,0,0,0,2,5,0,0,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,39,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\peer\ContainerPeer.java,java.awt.peer.ContainerPeer,interface,1,1,0,1,7,1,0,0,21,0.0,0.0,0.0,7,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\datatransfer\SystemFlavorMap.java,java.awt.datatransfer.SystemFlavorMap$Anonymous1,anonymous,0,0,0,0,3,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,2,0,0,1,0,8,0,1,3,1,1,0,0,0,19,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\image\RasterOp.java,java.awt.image.RasterOp,interface,0,0,0,0,5,1,0,0,10,0.0,0.0,0.0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\datatransfer\SystemFlavorMap.java,java.awt.datatransfer.SystemFlavorMap$Anonymous2,anonymous,0,0,0,0,4,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,1,1,0,6,0,1,2,1,1,0,0,0,17,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\dnd\DropTargetDragEvent.java,java.awt.dnd.DropTargetDragEvent,class,0,0,0,0,17,2,0,6,36,0.9166666,0.0,0.0,9,0,9,0,0,0,9,0,0,0,4,1,0,4,0,0,1,0,0,39,6,0,6,0,2,3,2,4,1,4,1,0,0,0,143,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\dnd\SerializationTester.java,java.awt.dnd.SerializationTester,class,0,0,0,0,7,1,0,2,1,0.5,0.0,0.0,2,1,0,1,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,35,3,0,0,3,1,0,0,1,0,1,2,1,0,0,30,16,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\TextField.java,java.awt.TextField$AccessibleAWTTextField,innerclass,0,0,0,0,1,4,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,1,0,1,0,0,0,0,36,4,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\event\KeyEvent.java,java.awt.event.KeyEvent,class,0,1,1,0,299,4,0,22,57,0.93151695,0.0,0.0,18,3,13,5,0,0,14,0,0,0,202,198,197,2,0,3,198,0,14,778,141,0,34,0,29,309,228,224,7,208,2,0,0,0,635,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\Scrollbar.java,java.awt.Scrollbar,class,2,2,0,2,80,4,0,39,589,0.9076922,0.0,0.0,39,1,31,3,3,2,37,0,0,5,15,5,2,4,0,9,4,0,9,301,24,1,25,0,19,10,20,40,7,25,2,0,1,0,495,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\TextArea.java,java.awt.TextArea,class,0,0,0,0,60,6,0,30,193,0.85641026,0.0,0.0,30,1,26,2,1,1,29,0,0,3,12,8,4,6,0,2,6,0,5,206,14,0,9,0,12,15,28,35,5,20,2,0,1,0,297,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\dnd\DropTargetListener.java,java.awt.dnd.DropTargetListener,interface,0,0,0,0,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\geom\GeneralPath.java,java.awt.geom.GeneralPath,class,4,4,0,4,78,1,0,34,211,0.81336415,0.0,0.0,31,0,28,1,0,2,30,0,0,10,14,9,2,5,0,7,9,0,2,266,17,3,16,1,5,5,69,83,28,36,3,0,0,0,330,17,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\image\ShortLookupTable.java,java.awt.image.ShortLookupTable,class,2,2,0,2,18,2,0,0,0,0.0,0.0,0.0,5,0,5,0,0,0,5,0,1,0,1,0,0,0,0,1,0,0,0,70,3,5,4,0,4,12,21,23,8,10,3,0,0,0,114,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\PaintContext.java,java.awt.PaintContext,interface,0,0,0,0,3,1,0,0,3,0.0,0.0,0.0,3,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\Container.java,java.awt.Container$DropTargetEventTargetFilter,innerclass,1,1,0,1,3,1,0,2,1,1.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,9,1,0,1,0,0,0,0,2,0,2,0,0,0,0,15,8,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\geom\ArcIterator.java,java.awt.geom.ArcIterator,class,2,2,0,2,32,1,0,16,3,0.5285715,0.0,0.0,7,1,5,1,0,1,6,0,0,0,5,0,0,0,0,5,0,0,21,152,11,0,10,0,19,2,65,62,64,21,2,0,0,0,126,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\peer\PanelPeer.java,java.awt.peer.PanelPeer,interface,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\event\ActionListener.java,java.awt.event.ActionListener,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\geom\Dimension2D.java,java.awt.geom.Dimension2D,class,0,0,0,0,7,1,0,4,15,0.0,0.0,0.0,6,0,5,0,1,0,6,3,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,0,0,0,0,0,0,1,0,0,0,84,1025,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\font\TextLayout.java,java.awt.font.TextLayout,class,12,12,0,12,290,1,0,119,1385,0.91001576,0.0,0.0,71,4,44,22,2,3,49,0,1,0,18,4,1,17,0,0,2,0,40,1213,90,19,111,3,36,27,165,325,108,186,5,0,2,0,712,17,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\dnd\DragSourceMotionListener.java,java.awt.dnd.DragSourceMotionListener,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\font\TextAttribute.java,java.awt.font.TextAttribute,class,0,0,0,0,5,2,0,4,0,0.49074075,0.0,0.0,2,0,0,0,2,0,2,0,0,0,54,54,52,1,0,1,54,0,0,74,1,0,3,0,0,22,30,55,0,55,1,0,0,0,462,17,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\peer\MenuComponentPeer.java,java.awt.peer.MenuComponentPeer,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\image\ImageConsumer.java,java.awt.image.ImageConsumer,interface,2,2,0,2,7,1,0,0,21,0.85714287,0.0,0.0,7,0,0,0,0,7,7,0,0,0,9,0,0,0,0,9,0,0,0,18,0,0,0,0,0,0,9,9,0,9,0,0,0,0,261,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\image\DataBufferInt.java,java.awt.image.DataBufferInt,class,1,1,0,1,14,2,0,1,0,0.26923078,0.0,0.0,13,0,13,0,0,0,13,0,0,0,2,0,0,0,0,2,0,0,0,61,5,1,0,0,0,0,11,19,4,3,1,0,0,0,85,17,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\Container.java,java.awt.Container,class,2,2,0,2,451,4,3,174,4580,0.9408436,0.0,0.0,108,1,63,6,5,34,103,0,3,3,18,4,0,9,0,9,4,0,42,1366,87,37,155,2,71,17,91,237,39,166,8,0,4,0,800,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\DefaultKeyboardFocusManager.java,java.awt.DefaultKeyboardFocusManager$TypeAheadMarker,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,7,10,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\Component.java,java.awt.Component$AccessibleAWTComponent$AccessibleAWTComponentHandler,innerclass,0,0,0,0,6,1,0,1,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,2,0,0,0,0,0,0,0,1,0,0,0,24,4,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\geom\IllegalPathStateException.java,java.awt.geom.IllegalPathStateException,class,0,0,0,0,2,4,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\event\MouseMotionAdapter.java,java.awt.event.MouseMotionAdapter,class,0,0,0,0,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,1025,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\font\MultipleMaster.java,java.awt.font.MultipleMaster,interface,1,1,0,1,6,1,0,0,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\font\FontRenderContext.java,java.awt.font.FontRenderContext,class,1,1,0,1,20,1,0,4,4,0.5,0.0,0.0,8,0,7,0,1,0,8,0,0,0,3,0,0,3,0,0,0,0,0,50,9,0,9,1,1,0,3,6,0,4,1,0,0,0,159,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\KeyboardFocusManager.java,java.awt.KeyboardFocusManager,class,2,2,0,2,321,1,1,107,3634,0.9572465,0.0,0.0,92,30,43,6,16,27,87,11,7,10,30,23,4,21,0,5,12,0,61,1048,72,15,164,5,59,28,33,169,2,122,5,1,2,0,641,1025,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\KeyEventDispatcher.java,java.awt.KeyEventDispatcher,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\im\spi\InputMethodContext.java,java.awt.im.spi.InputMethodContext,interface,0,0,0,0,4,1,0,0,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\event\MouseWheelListener.java,java.awt.event.MouseWheelListener,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\Button.java,java.awt.Button$AccessibleAWTButton,innerclass,1,1,0,1,15,3,0,5,55,0.0,0.0,0.0,11,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,1,56,15,0,4,0,0,1,6,0,0,0,2,0,0,0,98,4,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\KeyEventPostProcessor.java,java.awt.KeyEventPostProcessor,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\font\TextJustifier.java,java.awt.font.TextJustifier,class,1,1,0,1,40,1,0,3,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,5,2,1,3,0,1,1,0,0,139,1,5,11,0,9,19,24,52,18,28,6,0,0,0,80,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\ItemSelectable.java,java.awt.ItemSelectable,interface,0,0,0,0,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\geom\LineIterator.java,java.awt.geom.LineIterator,class,2,2,0,2,13,1,0,7,0,0.44444445,0.0,0.0,6,0,5,0,0,1,6,0,0,0,3,0,0,0,0,3,0,0,0,58,4,0,4,0,1,2,17,14,0,5,1,0,0,0,107,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\event\ItemListener.java,java.awt.event.ItemListener,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\geom\PathIterator.java,java.awt.geom.PathIterator,interface,2,2,0,2,5,1,0,0,8,0.6571428,0.0,0.0,5,0,5,0,0,0,5,0,0,0,7,7,7,0,0,0,7,0,0,14,0,0,0,0,0,0,7,7,0,7,0,0,0,0,227,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\PopupMenu.java,java.awt.PopupMenu,class,0,0,0,0,20,8,0,13,15,0.88888884,0.0,0.0,6,0,5,0,0,1,6,0,0,0,3,3,0,2,0,1,2,0,1,67,2,1,8,0,4,6,6,11,1,8,3,0,1,0,131,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\event\ComponentListener.java,java.awt.event.ComponentListener,interface,0,0,0,0,4,1,0,0,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\Component.java,java.awt.Component$FlipBufferStrategy,innerclass,1,1,0,1,25,2,0,14,29,0.74545455,0.0,0.0,11,0,5,0,6,0,11,0,0,0,5,0,0,0,5,0,0,0,0,91,6,0,9,0,3,7,1,8,0,6,2,0,0,0,148,4,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\peer\RobotPeer.java,java.awt.peer.RobotPeer,interface,1,1,0,1,8,1,0,0,28,0.0,0.0,0.0,8,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\HeadlessException.java,java.awt.HeadlessException,class,0,0,0,0,2,5,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\ScrollPane.java,java.awt.ScrollPane$PeerFixer,innerclass,0,0,0,0,5,1,0,7,1,0.5,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,0,25,0,0,1,0,2,1,1,5,0,5,1,0,0,0,27,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\image\renderable\RenderableImage.java,java.awt.image.renderable.RenderableImage,interface,0,0,0,0,11,1,0,0,55,1.0,0.0,0.0,11,0,0,0,0,11,11,0,0,0,1,1,0,0,0,1,1,0,0,14,0,0,0,0,0,1,0,1,0,1,0,0,0,0,209,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\event\WindowStateListener.java,java.awt.event.WindowStateListener,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\image\BufferStrategy.java,java.awt.image.BufferStrategy,class,0,0,0,0,5,1,0,0,10,0.0,0.0,0.0,5,0,5,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,1025,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\Component.java,java.awt.Component$AWTTreeLock,innerclass,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\geom\Rectangle2D.java,java.awt.geom.Rectangle2D$Double,innerclass,0,0,0,0,22,3,0,9,3,0.5,0.0,0.0,14,0,14,0,0,0,14,0,0,0,4,0,4,0,0,0,0,0,2,76,10,0,0,0,2,5,5,17,3,7,1,0,0,0,119,9,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\image\PixelGrabber.java,java.awt.image.PixelGrabber,class,2,2,0,2,80,1,0,12,72,0.7619048,0.0,0.0,21,0,20,1,0,0,20,0,0,10,14,2,0,4,0,10,2,0,9,293,21,9,19,0,22,0,34,98,44,36,3,0,0,0,299,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\JobAttributes.java,java.awt.JobAttributes$DialogType,innerclass,0,0,0,0,1,2,0,0,0,0.85714287,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,7,7,3,4,0,0,7,0,0,12,0,0,0,0,0,3,3,7,0,7,0,0,0,0,33,25,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\awt\Composite.java,java.awt.Composite,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,1,0
