file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\ServerSocket.java,java.net.ServerSocket$Anonymous1,anonymous,0,0,0,0,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,3,3,0,1,0,0,0,0,8,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\Socket.java,java.net.Socket$Anonymous3,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\Socket.java,java.net.Socket$Anonymous2,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\Socket.java,java.net.Socket$Anonymous1,anonymous,0,0,0,0,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,3,3,0,1,0,0,0,0,8,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URI.java,java.net.URI$Parser,innerclass,0,0,0,0,138,1,0,31,307,0.8518519,0.0,0.0,27,0,0,25,0,2,2,0,0,0,3,0,0,3,0,0,0,0,8,397,34,6,15,3,24,55,58,122,26,45,4,0,0,0,108,2,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\InetAddress.java,java.net.InetAddress,class,5,5,0,5,98,1,2,52,586,0.9405405,0.0,0.0,37,17,22,10,0,5,29,0,0,0,15,11,0,7,0,8,3,0,33,469,41,4,33,9,7,27,34,76,14,45,4,2,2,0,474,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\ServerSocket.java,java.net.ServerSocket,class,0,0,0,0,77,1,0,38,344,0.88669956,0.0,0.0,29,1,22,2,1,4,27,0,1,5,7,1,0,7,0,0,0,0,4,235,21,0,11,7,6,20,14,36,2,16,2,1,0,0,352,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\InetAddress.java,java.net.InetAddress$Cache,innerclass,0,0,0,0,15,1,0,10,0,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,3,55,4,2,6,0,1,0,4,13,2,10,3,0,0,0,48,24,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URLClassLoader.java,java.net.URLClassLoader,class,3,3,0,3,49,3,1,43,5,0.46428573,0.0,0.0,14,2,8,2,4,0,12,0,0,0,2,0,0,2,0,0,0,0,14,272,10,0,24,2,5,12,3,77,2,42,4,6,0,0,228,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URLClassLoader.java,java.net.URLClassLoader$Anonymous3$Anonymous4,anonymous,0,0,0,0,2,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\InetAddress.java,java.net.InetAddress$CacheEntry,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,2,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,2,0,2,0,0,0,0,9,24,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\SocksSocketImpl.java,java.net.SocksSocketImpl$Anonymous2,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\SocksSocketImpl.java,java.net.SocksSocketImpl$Anonymous3,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\PortUnreachableException.java,java.net.PortUnreachableException,class,0,0,0,0,2,5,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\SocksSocketImpl.java,java.net.SocksSocketImpl$Anonymous4,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\SocketPermission.java,java.net.SocketPermission,class,3,3,0,3,206,2,0,44,65,0.84736854,0.0,0.0,19,3,6,8,0,5,12,0,0,2,20,11,0,20,0,0,10,0,15,427,49,6,108,7,50,36,114,92,56,56,5,0,0,0,371,17,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\SocksSocketImpl.java,java.net.SocksSocketImpl$Anonymous5,anonymous,0,0,0,0,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,3,0,0,0,0,0,0,13,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URI.java,java.net.URI,class,3,3,0,3,318,1,0,88,1608,0.9568146,0.0,0.0,73,31,34,39,0,0,34,0,0,0,59,42,0,58,0,1,42,0,114,1248,129,30,140,4,103,42,161,248,51,164,4,0,1,0,793,17,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\JarURLConnection.java,java.net.JarURLConnection,class,0,0,0,0,15,2,0,13,37,0.8333333,0.0,0.0,10,0,8,1,1,0,9,1,0,0,3,0,0,2,1,0,0,0,0,46,7,0,5,0,0,1,2,8,1,8,1,0,0,0,159,1025,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\SocksSocketImpl.java,java.net.SocksSocketImpl$Anonymous1,anonymous,0,0,0,0,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,2,0,0,0,0,0,0,16,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URLClassLoader.java,java.net.URLClassLoader$Anonymous6,anonymous,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URLClassLoader.java,java.net.URLClassLoader$Anonymous7,anonymous,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URLClassLoader.java,java.net.URLClassLoader$Anonymous5,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\Authenticator.java,java.net.Authenticator,class,0,0,0,0,16,1,0,4,11,0.66233766,0.0,0.0,11,3,3,1,7,0,10,0,6,1,7,1,0,7,0,0,0,0,3,91,11,0,5,0,0,3,1,26,0,15,2,0,0,0,166,1025,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URLClassLoader.java,java.net.URLClassLoader$Anonymous2,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URLClassLoader.java,java.net.URLClassLoader$Anonymous3,anonymous,1,1,0,1,8,1,0,3,1,0.33333334,0.0,0.0,3,0,2,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,32,4,1,4,0,0,0,0,5,0,3,2,1,0,0,18,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\InetAddressImpl.java,java.net.InetAddressImpl,interface,1,1,0,1,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\NetworkInterface.java,java.net.NetworkInterface,class,2,2,0,2,41,1,0,12,90,0.77941173,0.0,0.0,17,8,9,4,0,4,14,0,0,0,4,0,0,4,0,0,0,0,5,168,18,6,13,0,2,8,6,26,3,19,3,1,1,0,158,17,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\SocketImplFactory.java,java.net.SocketImplFactory,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URLStreamHandlerFactory.java,java.net.URLStreamHandlerFactory,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\InetSocketAddress.java,java.net.InetSocketAddress,class,0,0,0,0,33,2,0,10,0,0.47727275,0.0,0.0,11,0,10,1,0,0,10,0,6,0,4,1,0,4,0,0,1,0,3,78,13,0,16,1,5,8,7,15,8,6,2,0,0,0,163,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\Inet4AddressImpl.java,java.net.Inet4AddressImpl,class,1,1,0,1,7,1,0,0,10,0.8,0.0,0.0,5,0,5,0,0,0,5,0,0,2,2,0,0,2,0,0,0,0,0,21,2,0,2,0,0,2,4,4,0,3,1,0,0,0,19,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URLStreamHandler.java,java.net.URLStreamHandler,class,0,0,0,0,99,1,0,39,55,0.0,0.0,0.0,11,0,0,0,11,0,11,1,0,1,0,0,0,0,0,0,0,0,4,261,17,3,56,1,24,26,75,103,36,39,7,0,0,0,262,1025,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\DatagramSocketImplFactory.java,java.net.DatagramSocketImplFactory,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\SocksSocketImpl.java,java.net.SocksSocketImpl,class,2,2,0,2,128,3,0,48,11,0.71428573,0.0,0.0,15,0,0,6,7,2,9,0,0,2,7,0,0,7,0,0,0,0,11,573,16,1,48,5,32,66,137,166,27,58,4,5,0,0,189,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\SocketOutputStream.java,java.net.SocketOutputStream,class,2,2,0,2,21,3,0,12,37,0.79999995,0.0,0.0,10,1,5,3,1,1,8,0,1,0,4,0,0,4,0,0,0,0,1,67,3,0,2,1,0,2,8,11,1,5,2,0,0,0,110,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URLClassLoader.java,java.net.URLClassLoader$Anonymous1,anonymous,1,1,0,1,3,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0,1,1,0,1,0,2,0,2,2,0,0,0,15,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\DatagramPacket.java,java.net.DatagramPacket,class,2,2,0,2,30,1,0,10,1,0.622807,0.0,0.0,19,1,18,1,0,0,19,0,0,12,6,0,0,0,0,6,0,0,2,94,6,0,2,0,4,6,10,15,3,7,1,0,0,0,131,17,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URLConnection.java,java.net.URLConnection$Anonymous1,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\UnknownServiceException.java,java.net.UnknownServiceException,class,0,0,0,0,2,4,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\NoRouteToHostException.java,java.net.NoRouteToHostException,class,0,0,0,0,2,5,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URL.java,java.net.Parts,class,0,0,0,0,7,1,0,4,0,0.5,0.0,0.0,4,0,0,0,0,4,4,0,0,0,1,0,0,0,0,1,0,0,0,25,3,0,1,0,0,0,7,7,2,5,1,0,0,0,12,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\SocketOptions.java,java.net.SocketOptions,interface,0,0,0,0,2,1,0,0,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,14,14,14,0,0,0,14,0,0,18,0,0,0,0,0,0,14,14,0,14,0,0,0,0,318,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\Socket.java,java.net.Socket,class,1,1,0,1,168,1,0,55,1601,0.93559325,0.0,0.0,59,2,48,3,1,7,56,0,1,9,10,1,0,9,0,1,0,0,17,431,40,0,27,11,15,54,30,61,1,28,3,3,0,0,509,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\PlainSocketImpl.java,java.net.PlainSocketImpl,class,1,1,0,1,135,2,1,40,886,0.9377778,0.0,0.0,45,1,10,16,16,3,30,0,2,8,15,2,2,12,0,1,2,0,4,396,26,0,36,11,28,22,21,57,2,25,4,0,0,0,204,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\ContentHandlerFactory.java,java.net.ContentHandlerFactory,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\DatagramSocketImpl.java,java.net.DatagramSocketImpl,class,0,0,0,0,19,1,1,0,171,0.94736844,0.0,0.0,19,0,0,0,19,0,19,15,0,0,2,0,0,0,2,0,0,0,0,29,2,0,0,0,0,0,0,0,0,2,0,0,0,0,165,1025,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\BindException.java,java.net.BindException,class,0,0,0,0,2,5,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\Inet6AddressImpl.java,java.net.Inet6AddressImpl,class,1,1,0,1,9,1,0,2,10,0.8,0.0,0.0,5,0,5,0,0,0,5,0,0,2,2,0,0,2,0,0,0,0,0,31,2,0,2,0,2,2,16,6,0,3,2,0,0,0,20,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\DatagramSocket.java,java.net.DatagramSocket,class,3,3,0,3,127,1,1,51,659,0.91758245,0.0,0.0,39,1,34,2,1,2,37,0,0,16,14,5,0,4,0,10,3,0,11,399,28,2,26,10,15,37,32,69,4,40,5,1,0,0,444,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\NetPermission.java,java.net.NetPermission,class,0,0,0,0,2,3,0,0,1,1.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,0,0,0,0,0,0,1,1,0,1,0,0,0,0,156,17,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\SocketException.java,java.net.SocketException,class,0,0,0,0,2,4,4,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\PasswordAuthentication.java,java.net.PasswordAuthentication,class,1,1,0,1,3,1,0,1,0,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,14,2,0,0,0,0,0,0,2,0,2,0,0,0,0,46,17,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\InetAddress.java,java.net.InetAddress$Anonymous2,anonymous,1,1,0,1,4,1,0,9,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,0,1,0,3,0,3,2,2,3,0,0,0,14,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\FileNameMap.java,java.net.FileNameMap,interface,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\InetAddress.java,java.net.InetAddress$Anonymous1,anonymous,1,1,0,1,2,1,0,2,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\URLConnection.java,java.net.URLConnection,class,5,5,0,5,246,1,2,47,1307,0.95138896,0.0,0.0,54,12,45,7,1,1,47,1,0,3,16,9,0,8,7,1,3,0,16,456,74,4,154,6,16,46,172,97,18,58,4,1,0,0,666,1025,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\PlainDatagramSocketImpl.java,java.net.PlainDatagramSocketImpl,class,1,2,1,1,76,2,0,13,400,0.9482759,0.0,0.0,29,1,2,9,18,0,21,0,0,5,8,0,0,8,0,0,0,0,2,152,2,0,14,0,16,18,9,23,3,10,2,0,0,0,170,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\SocketTimeoutException.java,java.net.SocketTimeoutException,class,0,0,0,0,2,5,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\ConnectException.java,java.net.ConnectException,class,0,0,0,0,2,5,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\SocksConsts.java,java.net.SocksConsts,interface,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,22,22,0,0,0,22,22,0,0,24,0,0,0,0,0,0,22,22,0,22,0,0,0,0,35,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\SocksSocketImplFactory.java,java.net.SocksSocketImplFactory,class,1,1,0,1,19,1,0,17,0,0.26666668,0.0,0.0,5,0,1,2,0,2,3,0,0,1,3,0,0,3,0,0,0,0,4,99,2,0,6,4,0,2,5,29,0,12,2,1,0,0,81,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\PlainSocketImpl.java,java.net.InetAddressContainer,class,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\MalformedURLException.java,java.net.MalformedURLException,class,0,0,0,0,2,4,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\InetAddress.java,java.net.InetAddressImplFactory,class,0,0,0,0,3,1,0,2,1,0.0,NaN,NaN,2,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,13,1,0,0,0,0,2,0,2,0,1,1,0,0,0,11,0,0
C:\Users\user\Desktop\STUFF A LOT OF 'EM\er\Design_Pattern\net\Inet4Address.java,java.net.Inet4Address,class,2,2,0,2,59,2,0,7,204,0.93650794,0.0,0.0,21,3,14,2,0,5,20,0,0,0,3,3,0,2,0,1,3,0,4,125,23,1,26,0,78,3,109,38,24,15,4,0,0,0,242,17,0
